claim_id,claim_text,evidence_id,evidence_text,claim_label
claim-2571,The error was incorrect citation failing to mention the peer-reviewed papers where the data came from,evidence-152784,Papers are by invitation and are peer-reviewed,NOT_ENOUGH_INFO
claim-2571,The error was incorrect citation failing to mention the peer-reviewed papers where the data came from,evidence-12161,There are various versions/subsets of the data set used in economic papers and text books some of which contain errors at some data points,NOT_ENOUGH_INFO
claim-2260,The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem the increasing acidity of our oceans,evidence-864864,The current level of GHG emissions means that ocean acidity will continue to increase and aquatic ecosystems will continue to degrade and change,SUPPORTS
claim-2260,The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem the increasing acidity of our oceans,evidence-981662,Change in global temperature is independent from the geographic location of these emissions and is largely independent of the timing of these emissions,SUPPORTS
claim-2260,The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem the increasing acidity of our oceans,evidence-272735,In connection with greenhouse gas emissions and global warming CO2 flooding sequesters underground and therefore offsets CO2 emissions elsewhere,SUPPORTS
claim-2260,The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem the increasing acidity of our oceans,evidence-823476,In 2007 climate scientists of the IPCC concluded that there was at least a 90 probability that atmospheric increase in CO2 was human-induced mostly as a result of fossil fuel emissions but to a lesser extent from changes in land use,SUPPORTS
claim-2260,The current debate on the connection between CO2 emissions and climate change has largely overlooked an independent and equally serious problem the increasing acidity of our oceans,evidence-1105988,Due to the persistence of CO2 in the atmosphere and the inertia of the climate system climatic changes and their effects will continue for millennia even if carbon emissions are stopped,SUPPORTS
claim-35,Ice berg melts ocean level remains the same,evidence-710636,It is also causing the ocean to create more floods due to the fact that it is warming up and the glaciers from the ice age are now melting causing the sea levels to rise which causes the ocean to take over part of the land and beaches,REFUTES
claim-35,Ice berg melts ocean level remains the same,evidence-1154195,The three main reasons warming causes global sea level to rise are oceans expand ice sheets lose ice faster than it forms from snowfall and glaciers at higher altitudes also melt,REFUTES
claim-35,Ice berg melts ocean level remains the same,evidence-153174,It has also been stated that the sea level will rise 28–43 cm by 2100 if all the ice on Earth melts it is predicted that the ocean level will increase 75 meters destroying many coastal cities,REFUTES
claim-35,Ice berg melts ocean level remains the same,evidence-368145,If all the ice on the polar ice caps were to melt away the oceans of the world would rise an estimated,REFUTES
claim-35,Ice berg melts ocean level remains the same,evidence-511925,They suggested that each ice sheet had its own conditions of stability but that on melting the influx of freshwater was enough to reconfigure ocean currents and cause melting elsewhere,REFUTES
claim-2402,Although it has some very important and beneficial effects CO2 meets the legal and encyclopedic definitions of a pollutant and human CO2 emissions pose a threat to public health and welfare,evidence-180631,Fossil fuel power plants cause the emission of pollutants such as NOx SOx CO2 CO PM organic gases and polycyclic aromatic hydrocarbons,SUPPORTS
claim-2402,Although it has some very important and beneficial effects CO2 meets the legal and encyclopedic definitions of a pollutant and human CO2 emissions pose a threat to public health and welfare,evidence-55991,On July 21 2011 while a guest on the show he stated To suggest that CO2 a pollutant when it an extremely important gas in the atmosphere for all plant life and therefore for the oxygen that produced is just nonsense,SUPPORTS
claim-2402,Although it has some very important and beneficial effects CO2 meets the legal and encyclopedic definitions of a pollutant and human CO2 emissions pose a threat to public health and welfare,evidence-499734,While the full implications of elevated CO2 on marine ecosystems are still being documented there is a substantial body of research showing that a combination of ocean acidification and elevated ocean temperature driven mainly by CO2 and other greenhouse gas emissions have a compounded effect on marine life and the ocean environment,SUPPORTS
claim-2402,Although it has some very important and beneficial effects CO2 meets the legal and encyclopedic definitions of a pollutant and human CO2 emissions pose a threat to public health and welfare,evidence-272735,In connection with greenhouse gas emissions and global warming CO2 flooding sequesters underground and therefore offsets CO2 emissions elsewhere,SUPPORTS
